kind,item_id,ref_id,stratum,memory_type,query,target,answer,contexts,verifier_hint,verdict,used
claim,JCAL-007,c6,high_risk,episodic,第 16 周有哪门课被推迟了？为什么？,- 第 13 周 missionA-2 因训练窗被压到 08:00-16:00推迟到下周,"检索到以下相关内容：
- 第 16 周 missionH-1 因RWY-1 单日关闭推迟到下周
- 第 16 周用户提出 3 条修订：往后挪挪、别排周三、教员换成孙军
- 第 16 周选用 Tier 1 松弛，欠账 2 项
- 第 6 周 missionB-2 因带飞教员当日已达日上限推迟到下周
- 第 13 周 missionA-2 因训练窗被压到 08:00-16:00推迟到下周","[1] epi:epi_e61eafd64ba7642b3e41a4a2 :: 第 16 周 missionH-1 因RWY-1 单日关闭推迟到下周
[2] epi:epi_ebf601f96bf93ab40301adf5 :: 第 16 周用户提出 3 条修订：往后挪挪、别排周三、教员换成孙军
[3] epi:epi_a76c3b081be4882e88071b68 :: 第 16 周选用 Tier 1 松弛，欠账 2 项
[4] epi:epi_55554e7f0f18a874ff12ccbe :: 第 6 周 missionB-2 因带飞教员当日已达日上限推迟到下周
[5] epi:epi_cbb5e09a8d719d00bdf9e645 :: 第 13 周 missionA-2 因训练窗被压到 08:00-16:00推迟到下周",有出处,,
context,JCAL-007,epi:epi_e61eafd64ba7642b3e41a4a2,high_risk,episodic,第 16 周有哪门课被推迟了？为什么？,第 16 周 missionH-1 因RWY-1 单日关闭推迟到下周,"检索到以下相关内容：
- 第 16 周 missionH-1 因RWY-1 单日关闭推迟到下周
- 第 16 周用户提出 3 条修订：往后挪挪、别排周三、教员换成孙军
- 第 16 周选用 Tier 1 松弛，欠账 2 项
- 第 6 周 missionB-2 因带飞教员当日已达日上限推迟到下周
- 第 13 周 missionA-2 因训练窗被压到 08:00-16:00推迟到下周","[1] epi:epi_e61eafd64ba7642b3e41a4a2 :: 第 16 周 missionH-1 因RWY-1 单日关闭推迟到下周
[2] epi:epi_ebf601f96bf93ab40301adf5 :: 第 16 周用户提出 3 条修订：往后挪挪、别排周三、教员换成孙军
[3] epi:epi_a76c3b081be4882e88071b68 :: 第 16 周选用 Tier 1 松弛，欠账 2 项
[4] epi:epi_55554e7f0f18a874ff12ccbe :: 第 6 周 missionB-2 因带飞教员当日已达日上限推迟到下周
[5] epi:epi_cbb5e09a8d719d00bdf9e645 :: 第 13 周 missionA-2 因训练窗被压到 08:00-16:00推迟到下周",,,
claim,JCAL-008,c2,high_risk,episodic,第 15 周用户提了哪几条修订？,- 第 15 周用户提出 3 条修订：周末不排、带飞教员固定一个、先把阻塞项解开,"检索到以下相关内容：
- 第 15 周用户提出 3 条修订：周末不排、带飞教员固定一个、先把阻塞项解开
- 第 14 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点
- 第 1 周用户提出 3 条修订：这个架次取消、改到上午、把 AC73 换掉
- 第 6 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点
- 第 16 周用户提出 3 条修订：往后挪挪、别排周三、教员换成孙军","[1] epi:epi_027681d041c23da295f83ff7 :: 第 15 周用户提出 3 条修订：周末不排、带飞教员固定一个、先把阻塞项解开
[2] epi:epi_242c9e77015201d92bb935c0 :: 第 14 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点
[3] epi:epi_340bf83921cdb27f5fc11840 :: 第 1 周用户提出 3 条修订：这个架次取消、改到上午、把 AC73 换掉
[4] epi:epi_bf02a963bebf16197b458a46 :: 第 6 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点
[5] epi:epi_ebf601f96bf93ab40301adf5 :: 第 16 周用户提出 3 条修订：往后挪挪、别排周三、教员换成孙军",有出处,,
claim,JCAL-008,c3,high_risk,episodic,第 15 周用户提了哪几条修订？,- 第 14 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点,"检索到以下相关内容：
- 第 15 周用户提出 3 条修订：周末不排、带飞教员固定一个、先把阻塞项解开
- 第 14 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点
- 第 1 周用户提出 3 条修订：这个架次取消、改到上午、把 AC73 换掉
- 第 6 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点
- 第 16 周用户提出 3 条修订：往后挪挪、别排周三、教员换成孙军","[1] epi:epi_027681d041c23da295f83ff7 :: 第 15 周用户提出 3 条修订：周末不排、带飞教员固定一个、先把阻塞项解开
[2] epi:epi_242c9e77015201d92bb935c0 :: 第 14 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点
[3] epi:epi_340bf83921cdb27f5fc11840 :: 第 1 周用户提出 3 条修订：这个架次取消、改到上午、把 AC73 换掉
[4] epi:epi_bf02a963bebf16197b458a46 :: 第 6 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点
[5] epi:epi_ebf601f96bf93ab40301adf5 :: 第 16 周用户提出 3 条修订：往后挪挪、别排周三、教员换成孙军",有出处,,
claim,JCAL-008,c4,high_risk,episodic,第 15 周用户提了哪几条修订？,- 第 1 周用户提出 3 条修订：这个架次取消、改到上午、把 AC73 换掉,"检索到以下相关内容：
- 第 15 周用户提出 3 条修订：周末不排、带飞教员固定一个、先把阻塞项解开
- 第 14 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点
- 第 1 周用户提出 3 条修订：这个架次取消、改到上午、把 AC73 换掉
- 第 6 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点
- 第 16 周用户提出 3 条修订：往后挪挪、别排周三、教员换成孙军","[1] epi:epi_027681d041c23da295f83ff7 :: 第 15 周用户提出 3 条修订：周末不排、带飞教员固定一个、先把阻塞项解开
[2] epi:epi_242c9e77015201d92bb935c0 :: 第 14 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点
[3] epi:epi_340bf83921cdb27f5fc11840 :: 第 1 周用户提出 3 条修订：这个架次取消、改到上午、把 AC73 换掉
[4] epi:epi_bf02a963bebf16197b458a46 :: 第 6 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点
[5] epi:epi_ebf601f96bf93ab40301adf5 :: 第 16 周用户提出 3 条修订：往后挪挪、别排周三、教员换成孙军",有出处,,
claim,JCAL-008,c5,high_risk,episodic,第 15 周用户提了哪几条修订？,- 第 6 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点,"检索到以下相关内容：
- 第 15 周用户提出 3 条修订：周末不排、带飞教员固定一个、先把阻塞项解开
- 第 14 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点
- 第 1 周用户提出 3 条修订：这个架次取消、改到上午、把 AC73 换掉
- 第 6 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点
- 第 16 周用户提出 3 条修订：往后挪挪、别排周三、教员换成孙军","[1] epi:epi_027681d041c23da295f83ff7 :: 第 15 周用户提出 3 条修订：周末不排、带飞教员固定一个、先把阻塞项解开
[2] epi:epi_242c9e77015201d92bb935c0 :: 第 14 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点
[3] epi:epi_340bf83921cdb27f5fc11840 :: 第 1 周用户提出 3 条修订：这个架次取消、改到上午、把 AC73 换掉
[4] epi:epi_bf02a963bebf16197b458a46 :: 第 6 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点
[5] epi:epi_ebf601f96bf93ab40301adf5 :: 第 16 周用户提出 3 条修订：往后挪挪、别排周三、教员换成孙军",有出处,,
claim,JCAL-008,c6,high_risk,episodic,第 15 周用户提了哪几条修订？,- 第 16 周用户提出 3 条修订：往后挪挪、别排周三、教员换成孙军,"检索到以下相关内容：
- 第 15 周用户提出 3 条修订：周末不排、带飞教员固定一个、先把阻塞项解开
- 第 14 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点
- 第 1 周用户提出 3 条修订：这个架次取消、改到上午、把 AC73 换掉
- 第 6 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点
- 第 16 周用户提出 3 条修订：往后挪挪、别排周三、教员换成孙军","[1] epi:epi_027681d041c23da295f83ff7 :: 第 15 周用户提出 3 条修订：周末不排、带飞教员固定一个、先把阻塞项解开
[2] epi:epi_242c9e77015201d92bb935c0 :: 第 14 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点
[3] epi:epi_340bf83921cdb27f5fc11840 :: 第 1 周用户提出 3 条修订：这个架次取消、改到上午、把 AC73 换掉
[4] epi:epi_bf02a963bebf16197b458a46 :: 第 6 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点
[5] epi:epi_ebf601f96bf93ab40301adf5 :: 第 16 周用户提出 3 条修订：往后挪挪、别排周三、教员换成孙军",有出处,,
context,JCAL-008,epi:epi_027681d041c23da295f83ff7,high_risk,episodic,第 15 周用户提了哪几条修订？,第 15 周用户提出 3 条修订：周末不排、带飞教员固定一个、先把阻塞项解开,"检索到以下相关内容：
- 第 15 周用户提出 3 条修订：周末不排、带飞教员固定一个、先把阻塞项解开
- 第 14 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点
- 第 1 周用户提出 3 条修订：这个架次取消、改到上午、把 AC73 换掉
- 第 6 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点
- 第 16 周用户提出 3 条修订：往后挪挪、别排周三、教员换成孙军","[1] epi:epi_027681d041c23da295f83ff7 :: 第 15 周用户提出 3 条修订：周末不排、带飞教员固定一个、先把阻塞项解开
[2] epi:epi_242c9e77015201d92bb935c0 :: 第 14 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点
[3] epi:epi_340bf83921cdb27f5fc11840 :: 第 1 周用户提出 3 条修订：这个架次取消、改到上午、把 AC73 换掉
[4] epi:epi_bf02a963bebf16197b458a46 :: 第 6 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点
[5] epi:epi_ebf601f96bf93ab40301adf5 :: 第 16 周用户提出 3 条修订：往后挪挪、别排周三、教员换成孙军",,,
claim,JCAL-009,c1,high_risk,semantic,SAA 的同时段容量是多少？,空域 IFR（IFR Route）的同时段容量为 1 架次。,"空域 IFR（IFR Route）的同时段容量为 1 架次。
空域 RNG（Range Area）的同时段容量为 1 架次。
空域 RT1（Route 1）的同时段容量为 1 架次。
空域 RT2（Route 2）的同时段容量为 1 架次。
空域 SAA（Small Area A）的同时段容量为 2 架次。
空域 SAB（Small Area B）的同时段容量为 2 架次。","[1] pg:airspaces:IFR :: 空域 IFR（IFR Route）的同时段容量为 1 架次
[2] pg:airspaces:RNG :: 空域 RNG（Range Area）的同时段容量为 1 架次
[3] pg:airspaces:RT1 :: 空域 RT1（Route 1）的同时段容量为 1 架次
[4] pg:airspaces:RT2 :: 空域 RT2（Route 2）的同时段容量为 1 架次
[5] pg:airspaces:SAA :: 空域 SAA（Small Area A）的同时段容量为 2 架次
[6] pg:airspaces:SAB :: 空域 SAB（Small Area B）的同时段容量为 2 架次
[7] ent:airspace:SAA :: 空域 SAA（Small Area A）的同时段容量为 2 架次
[8] ent:airspace:SAB :: 空域 SAB（Small Area B）的同时段容量为 2 架次
[9] ent:airspace:RT1 :: 空域 RT1（Route 1）的同时段容量为 1 架次
[10] ent:airspace:RNG :: 空域 RNG（Range Area）的同时段容量为 1 架次
[11] ent:airspace:IFR :: 空域 IFR（IFR Route）的同时段容量为 1 架次",有出处,,
claim,JCAL-009,c2,high_risk,semantic,SAA 的同时段容量是多少？,空域 RNG（Range Area）的同时段容量为 1 架次。,"空域 IFR（IFR Route）的同时段容量为 1 架次。
空域 RNG（Range Area）的同时段容量为 1 架次。
空域 RT1（Route 1）的同时段容量为 1 架次。
空域 RT2（Route 2）的同时段容量为 1 架次。
空域 SAA（Small Area A）的同时段容量为 2 架次。
空域 SAB（Small Area B）的同时段容量为 2 架次。","[1] pg:airspaces:IFR :: 空域 IFR（IFR Route）的同时段容量为 1 架次
[2] pg:airspaces:RNG :: 空域 RNG（Range Area）的同时段容量为 1 架次
[3] pg:airspaces:RT1 :: 空域 RT1（Route 1）的同时段容量为 1 架次
[4] pg:airspaces:RT2 :: 空域 RT2（Route 2）的同时段容量为 1 架次
[5] pg:airspaces:SAA :: 空域 SAA（Small Area A）的同时段容量为 2 架次
[6] pg:airspaces:SAB :: 空域 SAB（Small Area B）的同时段容量为 2 架次
[7] ent:airspace:SAA :: 空域 SAA（Small Area A）的同时段容量为 2 架次
[8] ent:airspace:SAB :: 空域 SAB（Small Area B）的同时段容量为 2 架次
[9] ent:airspace:RT1 :: 空域 RT1（Route 1）的同时段容量为 1 架次
[10] ent:airspace:RNG :: 空域 RNG（Range Area）的同时段容量为 1 架次
[11] ent:airspace:IFR :: 空域 IFR（IFR Route）的同时段容量为 1 架次",有出处,,
claim,JCAL-009,c3,high_risk,semantic,SAA 的同时段容量是多少？,空域 RT1（Route 1）的同时段容量为 1 架次。,"空域 IFR（IFR Route）的同时段容量为 1 架次。
空域 RNG（Range Area）的同时段容量为 1 架次。
空域 RT1（Route 1）的同时段容量为 1 架次。
空域 RT2（Route 2）的同时段容量为 1 架次。
空域 SAA（Small Area A）的同时段容量为 2 架次。
空域 SAB（Small Area B）的同时段容量为 2 架次。","[1] pg:airspaces:IFR :: 空域 IFR（IFR Route）的同时段容量为 1 架次
[2] pg:airspaces:RNG :: 空域 RNG（Range Area）的同时段容量为 1 架次
[3] pg:airspaces:RT1 :: 空域 RT1（Route 1）的同时段容量为 1 架次
[4] pg:airspaces:RT2 :: 空域 RT2（Route 2）的同时段容量为 1 架次
[5] pg:airspaces:SAA :: 空域 SAA（Small Area A）的同时段容量为 2 架次
[6] pg:airspaces:SAB :: 空域 SAB（Small Area B）的同时段容量为 2 架次
[7] ent:airspace:SAA :: 空域 SAA（Small Area A）的同时段容量为 2 架次
[8] ent:airspace:SAB :: 空域 SAB（Small Area B）的同时段容量为 2 架次
[9] ent:airspace:RT1 :: 空域 RT1（Route 1）的同时段容量为 1 架次
[10] ent:airspace:RNG :: 空域 RNG（Range Area）的同时段容量为 1 架次
[11] ent:airspace:IFR :: 空域 IFR（IFR Route）的同时段容量为 1 架次",有出处,,
claim,JCAL-009,c4,high_risk,semantic,SAA 的同时段容量是多少？,空域 RT2（Route 2）的同时段容量为 1 架次。,"空域 IFR（IFR Route）的同时段容量为 1 架次。
空域 RNG（Range Area）的同时段容量为 1 架次。
空域 RT1（Route 1）的同时段容量为 1 架次。
空域 RT2（Route 2）的同时段容量为 1 架次。
空域 SAA（Small Area A）的同时段容量为 2 架次。
空域 SAB（Small Area B）的同时段容量为 2 架次。","[1] pg:airspaces:IFR :: 空域 IFR（IFR Route）的同时段容量为 1 架次
[2] pg:airspaces:RNG :: 空域 RNG（Range Area）的同时段容量为 1 架次
[3] pg:airspaces:RT1 :: 空域 RT1（Route 1）的同时段容量为 1 架次
[4] pg:airspaces:RT2 :: 空域 RT2（Route 2）的同时段容量为 1 架次
[5] pg:airspaces:SAA :: 空域 SAA（Small Area A）的同时段容量为 2 架次
[6] pg:airspaces:SAB :: 空域 SAB（Small Area B）的同时段容量为 2 架次
[7] ent:airspace:SAA :: 空域 SAA（Small Area A）的同时段容量为 2 架次
[8] ent:airspace:SAB :: 空域 SAB（Small Area B）的同时段容量为 2 架次
[9] ent:airspace:RT1 :: 空域 RT1（Route 1）的同时段容量为 1 架次
[10] ent:airspace:RNG :: 空域 RNG（Range Area）的同时段容量为 1 架次
[11] ent:airspace:IFR :: 空域 IFR（IFR Route）的同时段容量为 1 架次",有出处,,
claim,JCAL-009,c5,high_risk,semantic,SAA 的同时段容量是多少？,空域 SAA（Small Area A）的同时段容量为 2 架次。,"空域 IFR（IFR Route）的同时段容量为 1 架次。
空域 RNG（Range Area）的同时段容量为 1 架次。
空域 RT1（Route 1）的同时段容量为 1 架次。
空域 RT2（Route 2）的同时段容量为 1 架次。
空域 SAA（Small Area A）的同时段容量为 2 架次。
空域 SAB（Small Area B）的同时段容量为 2 架次。","[1] pg:airspaces:IFR :: 空域 IFR（IFR Route）的同时段容量为 1 架次
[2] pg:airspaces:RNG :: 空域 RNG（Range Area）的同时段容量为 1 架次
[3] pg:airspaces:RT1 :: 空域 RT1（Route 1）的同时段容量为 1 架次
[4] pg:airspaces:RT2 :: 空域 RT2（Route 2）的同时段容量为 1 架次
[5] pg:airspaces:SAA :: 空域 SAA（Small Area A）的同时段容量为 2 架次
[6] pg:airspaces:SAB :: 空域 SAB（Small Area B）的同时段容量为 2 架次
[7] ent:airspace:SAA :: 空域 SAA（Small Area A）的同时段容量为 2 架次
[8] ent:airspace:SAB :: 空域 SAB（Small Area B）的同时段容量为 2 架次
[9] ent:airspace:RT1 :: 空域 RT1（Route 1）的同时段容量为 1 架次
[10] ent:airspace:RNG :: 空域 RNG（Range Area）的同时段容量为 1 架次
[11] ent:airspace:IFR :: 空域 IFR（IFR Route）的同时段容量为 1 架次",有出处,,
